id,key,value,type 
2180922709,amenity,bench,regular
2180922735,amenity,bench,regular
2180922746,amenity,bench,regular
2180922749,noexit,yes,regular
2180922767,noexit,yes,regular
2180922794,amenity,bench,regular
2180922797,amenity,bench,regular
2180922833,amenity,bench,regular
2180922840,noexit,yes,regular
2180922855,amenity,bench,regular
2180922858,amenity,bench,regular
2180922880,amenity,bench,regular
2180922887,noexit,yes,regular
2180922889,noexit,yes,regular
2180922915,barrier,bollard,regular
2180922917,noexit,yes,regular
2180922930,noexit,yes,regular
2180922945,highway,turning_circle,regular
2180922951,noexit,yes,regular
2180922955,barrier,bollard,regular
2180922966,noexit,yes,regular
2180922967,noexit,yes,regular
2180922980,noexit,yes,regular
2180922990,highway,turning_circle,regular
2180923013,noexit,yes,regular
2180923031,highway,turning_circle,regular
2180923074,noexit,yes,regular
2180923088,noexit,yes,regular
2180923095,crossing,marked,regular
2180923095,highway,crossing,regular
2180923096,noexit,yes,regular
2180923112,noexit,yes,regular
2180923116,highway,turning_circle,regular
2180923139,barrier,gate,regular
2180923184,highway,turning_circle,regular
2180923232,highway,turning_circle,regular
2180923250,highway,turning_circle,regular
2180923301,highway,turning_circle,regular
2180923311,highway,turning_circle,regular
2180923320,highway,turning_circle,regular
2180923328,highway,turning_circle,regular
2180923360,highway,turning_circle,regular
2180923374,highway,turning_circle,regular
2180923451,highway,turning_circle,regular
2180923492,highway,turning_circle,regular
2180923553,highway,turning_circle,regular
2180923638,highway,turning_circle,regular
2180923656,highway,turning_circle,regular
2180923706,highway,turning_circle,regular
2180923744,highway,turning_circle,regular
2180923763,highway,turning_circle,regular
2180923795,highway,turning_circle,regular
2180923803,highway,turning_circle,regular
2180923814,highway,turning_circle,regular
2180923817,highway,turning_circle,regular
2180923822,noexit,yes,regular
2180923832,highway,turning_circle,regular
2180923838,highway,turning_circle,regular
2180923868,highway,turning_circle,regular
2180923972,amenity,fountain,regular
2180924000,highway,turning_circle,regular
2180924006,highway,turning_circle,regular
2180924026,noexit,yes,regular
2180924036,highway,turning_circle,regular
2180924058,highway,turning_circle,regular
2180924062,highway,turning_circle,regular
2180924078,amenity,bench,regular
2180924079,highway,turning_circle,regular
2180924085,highway,traffic_signals,regular
2180924104,amenity,fountain,regular
2180924107,natural,tree,regular
2180924178,highway,turning_circle,regular
2180924196,highway,turning_circle,regular
2180924293,highway,turning_circle,regular
2180924323,highway,turning_circle,regular
2180924337,highway,turning_circle,regular
2180924400,noexit,yes,regular
2180924474,highway,turning_circle,regular
2180924487,highway,turning_circle,regular
2180924542,highway,turning_circle,regular
2180924563,highway,turning_circle,regular
2180924665,highway,turning_circle,regular
2180924701,highway,turning_circle,regular
2180924730,amenity,fountain,regular
2180924782,barrier,gate,regular
2180924809,highway,turning_circle,regular
2180925007,highway,turning_circle,regular
2180925228,highway,turning_circle,regular
2180925277,highway,turning_circle,regular
2180925280,barrier,gate,regular
2180925321,highway,turning_circle,regular
2180925366,highway,turning_circle,regular
2180925369,highway,turning_circle,regular
2180925416,highway,turning_circle,regular
2180925419,highway,turning_circle,regular
2180925429,highway,turning_circle,regular
2180925444,highway,turning_circle,regular
2180925472,amenity,bench,regular
2180925477,highway,turning_circle,regular
2180925488,noexit,yes,regular
2180925492,highway,turning_circle,regular
2180925495,highway,turning_circle,regular
2180925497,traffic_calming,bump,regular
2180925499,highway,turning_circle,regular
2180925556,highway,turning_circle,regular
2180925566,highway,turning_circle,regular
2180925571,highway,traffic_signals,regular
2180925572,highway,traffic_signals,regular
2180925582,traffic_calming,bump,regular
2180925618,traffic_calming,bump,regular
2180925620,traffic_calming,bump,regular
2180925629,noexit,yes,regular
2180925632,traffic_calming,bump,regular
2180925649,highway,turning_circle,regular
2180925651,noexit,yes,regular
2180925699,noexit,yes,regular
2180925702,traffic_calming,bump,regular
2180925703,noexit,yes,regular
2180925704,traffic_calming,bump,regular
2180925709,highway,traffic_signals,regular
2180925714,barrier,gate,regular
2180925717,traffic_calming,bump,regular
2180925736,highway,turning_circle,regular
2180925737,highway,turning_circle,regular
2180925755,traffic_calming,bump,regular
2180925758,traffic_calming,bump,regular
2180925763,traffic_calming,bump,regular
2180925787,barrier,gate,regular
2180925788,barrier,gate,regular
2180925790,noexit,yes,regular
2180925806,highway,traffic_signals,regular
2180925825,barrier,gate,regular
2180925831,crossing,traffic_signals,regular
2180925831,highway,crossing,regular
2180925834,highway,traffic_signals,regular
2180925836,barrier,gate,regular
2180925852,barrier,gate,regular
2180925862,highway,traffic_signals,regular
2180925871,highway,traffic_signals,regular
2180925878,highway,traffic_signals,regular
2180925881,highway,traffic_signals,regular
2180925884,highway,traffic_signals,regular
2180925892,highway,traffic_signals,regular
2180925986,highway,traffic_signals,regular
2180925994,highway,traffic_signals,regular
2180926084,barrier,gate,regular
2180926100,barrier,gate,regular
2180926127,bicycle,yes,regular
2180926127,crossing,traffic_signals,regular
2180926127,highway,crossing,regular
2180926127,horse,yes,regular
2180926127,supervised,no,regular
2180926142,highway,traffic_signals,regular
2180926153,highway,traffic_signals,regular
2180926159,highway,traffic_signals,regular
2180926160,highway,traffic_signals,regular
2180926161,crossing,traffic_signals,regular
2180926161,highway,crossing,regular
2180926168,highway,traffic_signals,regular
2180926173,crossing,traffic_signals,regular
2180926173,highway,crossing,regular
2180926174,crossing,traffic_signals,regular
2180926174,highway,crossing,regular
2188023464,noexit,yes,regular
2188023593,noexit,yes,regular
2188054044,barrier,gate,regular
2188147200,amenity,bench,regular
2188147200,backrest,yes,regular
2188147202,leisure,playground,regular
2188147239,natural,tree,regular
2188147243,amenity,bench,regular
2188147243,backrest,yes,regular
2188147246,natural,tree,regular
2188147285,barrier,gate,regular
2213008407,emergency,fire_hydrant,regular
2213008407,type,pillar,fire_hydrant
2213008410,emergency,fire_hydrant,regular
2213008410,type,pillar,fire_hydrant
2213008487,city,Apache Junction,addr
2213008487,housenumber,2151,addr
2213008487,postcode,85120,addr
2213008487,state,AZ,addr
2213008487,street,North Meridian Drive,addr
2213008487,unit,28,addr
2213008487,entrance,home,regular
2213008498,city,Apache Junction,addr
2213008498,housenumber,2151,addr
2213008498,postcode,85120,addr
2213008498,state,AZ,addr
2213008498,street,North Meridian Drive,addr
2213008498,unit,27,addr
2213008498,entrance,home,regular
2213008501,city,Apache Junction,addr
2213008501,housenumber,2151,addr
2213008501,postcode,85120,addr
2213008501,state,AZ,addr
2213008501,street,North Meridian Drive,addr
2213008501,unit,24,addr
2213008501,entrance,home,regular
2213008504,city,Apache Junction,addr
2213008504,housenumber,2151,addr
2213008504,postcode,85120,addr
2213008504,state,AZ,addr
2213008504,street,North Meridian Drive,addr
2213008504,unit,23,addr
2213008504,entrance,home,regular
2213008506,city,Apache Junction,addr
2213008506,housenumber,2151,addr
2213008506,postcode,85120,addr
2213008506,state,AZ,addr
2213008506,street,North Meridian Drive,addr
2213008506,unit,20,addr
2213008506,entrance,home,regular
2213008507,city,Apache Junction,addr
2213008507,housenumber,2151,addr
2213008507,postcode,85120,addr
2213008507,state,AZ,addr
2213008507,street,North Meridian Drive,addr
2213008507,unit,19,addr
2213008507,entrance,home,regular
2213008508,city,Apache Junction,addr
2213008508,housenumber,2151,addr
2213008508,postcode,85120,addr
2213008508,state,AZ,addr
2213008508,street,North Meridian Drive,addr
2213008508,unit,16,addr
2213008508,entrance,home,regular
2213008510,city,Apache Junction,addr
2213008510,housenumber,2151,addr
2213008510,postcode,85120,addr
2213008510,state,AZ,addr
2213008510,street,North Meridian Drive,addr
2213008510,unit,15,addr
2213008510,entrance,home,regular
2213008513,city,Apache Junction,addr
2213008513,housenumber,2151,addr
2213008513,postcode,85120,addr
2213008513,state,AZ,addr
2213008513,street,North Meridian Drive,addr
2213008513,unit,12,addr
2213008513,entrance,home,regular
2213008515,city,Apache Junction,addr
2213008515,housenumber,2151,addr
2213008515,postcode,85120,addr
2213008515,state,AZ,addr
2213008515,street,North Meridian Drive,addr
2213008515,unit,11,addr
2213008515,entrance,home,regular
2213008518,city,Apache Junction,addr
2213008518,housenumber,2151,addr
2213008518,postcode,85120,addr
2213008518,state,AZ,addr
2213008518,street,North Meridian Drive,addr
2213008518,unit,8,addr
2213008518,entrance,home,regular
2213008521,city,Apache Junction,addr
2213008521,housenumber,2151,addr
2213008521,postcode,85120,addr
2213008521,state,AZ,addr
2213008521,street,North Meridian Drive,addr
2213008521,unit,7,addr
2213008521,entrance,home,regular
2213008524,city,Apache Junction,addr
2213008524,housenumber,2151,addr
2213008524,postcode,85120,addr
2213008524,state,AZ,addr
2213008524,street,North Meridian Drive,addr
2213008524,unit,4,addr
2213008524,entrance,home,regular
2213008526,city,Apache Junction,addr
2213008526,housenumber,2151,addr
2213008526,postcode,85120,addr
2213008526,state,AZ,addr
2213008526,street,North Meridian Drive,addr
2213008526,unit,3,addr
2213008526,entrance,home,regular
2213008574,city,Apache Junction,addr
2213008574,housenumber,2151,addr
2213008574,postcode,85120,addr
2213008574,state,AZ,addr
2213008574,street,North Meridian Drive,addr
2213008574,unit,26,addr
2213008574,entrance,home,regular
2213008577,city,Apache Junction,addr
2213008577,housenumber,2151,addr
2213008577,postcode,85120,addr
2213008577,state,AZ,addr
2213008577,street,North Meridian Drive,addr
2213008577,unit,25,addr
2213008577,entrance,home,regular
2213008579,city,Apache Junction,addr
2213008579,housenumber,2151,addr
2213008579,postcode,85120,addr
2213008579,state,AZ,addr
2213008579,street,North Meridian Drive,addr
2213008579,unit,22,addr
2213008579,entrance,home,regular
2213008582,city,Apache Junction,addr
2213008582,housenumber,2151,addr
2213008582,postcode,85120,addr
2213008582,state,AZ,addr
2213008582,street,North Meridian Drive,addr
2213008582,unit,21,addr
2213008582,entrance,home,regular
2213008585,city,Apache Junction,addr
2213008585,housenumber,2151,addr
2213008585,postcode,85120,addr
2213008585,state,AZ,addr
2213008585,street,North Meridian Drive,addr
2213008585,unit,18,addr
2213008585,entrance,home,regular
2213008588,city,Apache Junction,addr
2213008588,housenumber,2151,addr
2213008588,postcode,85120,addr
2213008588,state,AZ,addr
2213008588,street,North Meridian Drive,addr
2213008588,unit,17,addr
2213008588,entrance,home,regular
2213008590,city,Apache Junction,addr
2213008590,housenumber,2151,addr
2213008590,postcode,85120,addr
2213008590,state,AZ,addr
2213008590,street,North Meridian Drive,addr
2213008590,unit,14,addr
2213008590,entrance,home,regular
2213008593,city,Apache Junction,addr
2213008593,housenumber,2151,addr
2213008593,postcode,85120,addr
2213008593,state,AZ,addr
2213008593,street,North Meridian Drive,addr
2213008593,unit,13,addr
2213008593,entrance,home,regular
2213008595,city,Apache Junction,addr
2213008595,housenumber,2151,addr
2213008595,postcode,85120,addr
2213008595,state,AZ,addr
2213008595,street,North Meridian Drive,addr
2213008595,unit,10,addr
2213008595,entrance,home,regular
2213008598,city,Apache Junction,addr
2213008598,housenumber,2151,addr
2213008598,postcode,85120,addr
2213008598,state,AZ,addr
2213008598,street,North Meridian Drive,addr
2213008598,unit,9,addr
2213008598,entrance,home,regular
2213008601,city,Apache Junction,addr
2213008601,housenumber,2151,addr
2213008601,postcode,85120,addr
2213008601,state,AZ,addr
2213008601,street,North Meridian Drive,addr
2213008601,unit,6,addr
2213008601,entrance,home,regular
2213008603,city,Apache Junction,addr
2213008603,housenumber,2151,addr
2213008603,postcode,85120,addr
2213008603,state,AZ,addr
2213008603,street,North Meridian Drive,addr
2213008603,unit,5,addr
2213008603,entrance,home,regular
2213008606,city,Apache Junction,addr
2213008606,housenumber,2151,addr
2213008606,postcode,85120,addr
2213008606,state,AZ,addr
2213008606,street,North Meridian Drive,addr
2213008606,unit,2,addr
2213008606,entrance,home,regular
2213008608,city,Apache Junction,addr
2213008608,housenumber,2151,addr
2213008608,postcode,85120,addr
2213008608,state,AZ,addr
2213008608,street,North Meridian Drive,addr
2213008608,unit,1,addr
2213008608,entrance,home,regular
2213008888,city,Apache Junction,addr
2213008888,housenumber,2151,addr
2213008888,postcode,85120,addr
2213008888,state,AZ,addr
2213008888,street,North Meridian Drive,addr
2213008888,unit,29,addr
2213008888,entrance,home,regular
2213008890,city,Apache Junction,addr
2213008890,housenumber,2151,addr
2213008890,postcode,85120,addr
2213008890,state,AZ,addr
2213008890,street,North Meridian Drive,addr
2213008890,unit,30,addr
2213008890,entrance,home,regular
2213008893,city,Apache Junction,addr
2213008893,housenumber,2151,addr
2213008893,postcode,85120,addr
2213008893,state,AZ,addr
2213008893,street,North Meridian Drive,addr
2213008893,unit,33,addr
2213008893,entrance,home,regular
2213008896,city,Apache Junction,addr
2213008896,housenumber,2151,addr
2213008896,postcode,85120,addr
2213008896,state,AZ,addr
2213008896,street,North Meridian Drive,addr
2213008896,unit,34,addr
2213008896,entrance,home,regular
2213008899,city,Apache Junction,addr
2213008899,housenumber,2151,addr
2213008899,postcode,85120,addr
2213008899,state,AZ,addr
2213008899,street,North Meridian Drive,addr
2213008899,unit,37,addr
2213008899,entrance,home,regular
2213008901,city,Apache Junction,addr
2213008901,housenumber,2151,addr
2213008901,postcode,85120,addr
2213008901,state,AZ,addr
2213008901,street,North Meridian Drive,addr
2213008901,unit,38,addr
2213008901,entrance,home,regular
2213008904,city,Apache Junction,addr
2213008904,housenumber,2151,addr
2213008904,postcode,85120,addr
2213008904,state,AZ,addr
2213008904,street,North Meridian Drive,addr
2213008904,unit,41,addr
2213008904,entrance,home,regular
2213008907,city,Apache Junction,addr
2213008907,housenumber,2151,addr
2213008907,postcode,85120,addr
2213008907,state,AZ,addr
2213008907,street,North Meridian Drive,addr
2213008907,unit,42,addr
2213008907,entrance,home,regular
2213008910,city,Apache Junction,addr
2213008910,housenumber,2151,addr
2213008910,postcode,85120,addr
2213008910,state,AZ,addr
2213008910,street,North Meridian Drive,addr
2213008910,unit,45,addr
2213008910,entrance,home,regular
2213008912,city,Apache Junction,addr
2213008912,housenumber,2151,addr
2213008912,postcode,85120,addr
2213008912,state,AZ,addr
2213008912,street,North Meridian Drive,addr
2213008912,unit,46,addr
2213008912,entrance,home,regular
2213008915,city,Apache Junction,addr
2213008915,housenumber,2151,addr
2213008915,postcode,85120,addr
2213008915,state,AZ,addr
2213008915,street,North Meridian Drive,addr
2213008915,unit,49,addr
2213008915,entrance,home,regular
2213008918,city,Apache Junction,addr
2213008918,housenumber,2151,addr
2213008918,postcode,85120,addr
2213008918,state,AZ,addr
2213008918,street,North Meridian Drive,addr
2213008918,unit,50,addr
2213008918,entrance,home,regular
2213008921,city,Apache Junction,addr
2213008921,housenumber,2151,addr
2213008921,postcode,85120,addr
2213008921,state,AZ,addr
2213008921,street,North Meridian Drive,addr
2213008921,unit,53,addr
2213008921,entrance,home,regular
2213008923,city,Apache Junction,addr
2213008923,housenumber,2151,addr
2213008923,postcode,85120,addr
2213008923,state,AZ,addr
2213008923,street,North Meridian Drive,addr
2213008923,unit,54,addr
2213008923,entrance,home,regular
2213008967,city,Apache Junction,addr
2213008967,housenumber,2151,addr
2213008967,postcode,85120,addr
2213008967,state,AZ,addr
2213008967,street,North Meridian Drive,addr
2213008967,unit,31,addr
2213008967,entrance,home,regular
2213008970,city,Apache Junction,addr
2213008970,housenumber,2151,addr
2213008970,postcode,85120,addr
2213008970,state,AZ,addr
2213008970,street,North Meridian Drive,addr
2213008970,unit,32,addr
2213008970,entrance,home,regular
2213008972,city,Apache Junction,addr
2213008972,housenumber,2151,addr
2213008972,postcode,85120,addr
2213008972,state,AZ,addr
2213008972,street,North Meridian Drive,addr
2213008972,unit,35,addr
2213008972,entrance,home,regular
2213008975,city,Apache Junction,addr
2213008975,housenumber,2151,addr
2213008975,postcode,85120,addr
2213008975,state,AZ,addr
2213008975,street,North Meridian Drive,addr
2213008975,unit,36,addr
2213008975,entrance,home,regular
2213008978,city,Apache Junction,addr
2213008978,housenumber,2151,addr
2213008978,postcode,85120,addr
2213008978,state,AZ,addr
2213008978,street,North Meridian Drive,addr
2213008978,unit,39,addr
2213008978,entrance,home,regular
2213008979,city,Apache Junction,addr
2213008979,housenumber,2151,addr
2213008979,postcode,85120,addr
2213008979,state,AZ,addr
2213008979,street,North Meridian Drive,addr
2213008979,unit,40,addr
2213008979,entrance,home,regular
2213008980,city,Apache Junction,addr
2213008980,housenumber,2151,addr
2213008980,postcode,85120,addr
2213008980,state,AZ,addr
2213008980,street,North Meridian Drive,addr
2213008980,unit,43,addr
2213008980,entrance,home,regular
2213008981,city,Apache Junction,addr
2213008981,housenumber,2151,addr
2213008981,postcode,85120,addr
2213008981,state,AZ,addr
2213008981,street,North Meridian Drive,addr
2213008981,unit,44,addr
2213008981,entrance,home,regular
2213008984,city,Apache Junction,addr
2213008984,housenumber,2151,addr
2213008984,postcode,85120,addr
2213008984,state,AZ,addr
2213008984,street,North Meridian Drive,addr
2213008984,unit,47,addr
2213008984,entrance,home,regular
2213008986,city,Apache Junction,addr
2213008986,housenumber,2151,addr
2213008986,postcode,85120,addr
2213008986,state,AZ,addr
2213008986,street,North Meridian Drive,addr
2213008986,unit,48,addr
2213008986,entrance,home,regular
2213008989,city,Apache Junction,addr
2213008989,housenumber,2151,addr
2213008989,postcode,85120,addr
2213008989,state,AZ,addr
2213008989,street,North Meridian Drive,addr
2213008989,unit,51,addr
2213008989,entrance,home,regular
2213008992,city,Apache Junction,addr
2213008992,housenumber,2151,addr
2213008992,postcode,85120,addr
2213008992,state,AZ,addr
2213008992,street,North Meridian Drive,addr
2213008992,unit,52,addr
2213008992,entrance,home,regular
2213009007,city,Apache Junction,addr
2213009007,housenumber,2151,addr
2213009007,postcode,85120,addr
2213009007,state,AZ,addr
2213009007,street,North Meridian Drive,addr
2213009007,unit,55,addr
2213009007,entrance,home,regular
2213009010,city,Apache Junction,addr
2213009010,housenumber,2151,addr
2213009010,postcode,85120,addr
2213009010,state,AZ,addr
2213009010,street,North Meridian Drive,addr
2213009010,unit,56,addr
2213009010,entrance,home,regular
2213009097,emergency,fire_hydrant,regular
2213009097,type,pillar,fire_hydrant
2213009100,emergency,fire_hydrant,regular
2213009100,type,pillar,fire_hydrant
2213009323,emergency,fire_hydrant,regular
2213009323,type,pillar,fire_hydrant
2213009361,emergency,fire_hydrant,regular
2213009361,type,pillar,fire_hydrant
2213009640,emergency,fire_hydrant,regular
2213009640,type,pillar,fire_hydrant
2213009670,emergency,fire_hydrant,regular
2213009670,type,pillar,fire_hydrant
2216786614,city,Mesa,addr
2216786614,housenumber,1901,addr
2216786614,postcode,85209,addr
2216786614,state,AZ,addr
2216786614,street,South Signal Butte Road,addr
2216786614,unit,101,addr
2216786614,amenity,restaurant,regular
2216786614,name,WooChi Super Buffet,regular
2216786615,city,Mesa,addr
2216786615,housenumber,1959,addr
2216786615,postcode,85209,addr
2216786615,state,AZ,addr
2216786615,street,South Signal Butte Road,addr
2216786615,unit,103,addr
2216786615,amenity,ice_cream,regular
2216786615,cuisine,ice_cream,regular
2216786615,name,Bahama Buck's,regular
2216786615,phone,+1 480 354 1509,regular
2216786615,website,http://www.bahamabucks.com/,regular
2216786616,city,Mesa,addr
2216786616,housenumber,1804,addr
2216786616,postcode,85209,addr
2216786616,state,AZ,addr
2216786616,street,South Signal Butte Road,addr
2216786616,unit,111,addr
2216786616,amenity,dentist,regular
2216786616,healthcare,dentist,regular
2216786616,name,Bright Now! Dental,regular
2216786616,phone,+1 480 380 2525,regular
2216786616,website,https://www.brightnow.com/locations/dental-office/mesa/bright-now-dental/40090,regular
2216786617,city,Mesa,addr
2216786617,housenumber,1752,addr
2216786617,postcode,85209,addr
2216786617,state,AZ,addr
2216786617,street,South Signal Butte Road,addr
2216786617,unit,107,addr
2216786617,amenity,ice_cream,regular
2216786617,brand,Cold Stone Creamery,regular
2216786617,wikidata,Q1094923,brand
2216786617,wikipedia,en:Cold Stone Creamery,brand
2216786617,cuisine,ice_cream,regular
2216786617,name,Cold Stone Creamery,regular
2216786617,phone,+1 480 984 4063,regular
2216786617,website,http://stores.coldstonecreamery.com/stores/21872,regular
2216786618,city,Mesa,addr
2216786618,housenumber,1901,addr
2216786618,postcode,85209,addr
2216786618,state,AZ,addr
2216786618,street,South Signal Butte Road,addr
2216786618,beauty,tanning,regular
2216786618,name,Celebrity Tanning,regular
2216786618,shop,beauty,regular
2216786620,city,Mesa,addr
2216786620,housenumber,1752,addr
2216786620,postcode,85209,addr
2216786620,state,AZ,addr
2216786620,street,South Signal Butte Road,addr
2216786620,unit,104,addr
2216786620,brand,GNC,regular
2216786620,wikidata,Q4808595,brand
2216786620,wikipedia,en:GNC (store),brand
2216786620,name,GNC,regular
2216786620,shop,nutrition_supplements,regular
2216786621,city,Mesa,addr
2216786621,housenumber,1752,addr
2216786621,postcode,85209,addr
2216786621,state,AZ,addr
2216786621,street,South Signal Butte Road,addr
2216786621,unit,110,addr
2216786621,brand,GameStop,regular
2216786621,wikidata,Q202210,brand
2216786621,wikipedia,en:GameStop,brand
2216786621,name,GameStop,regular
2216786621,phone,+1 480 380 1388,regular
2216786621,shop,video_games,regular
2216786622,city,Mesa,addr
2216786622,housenumber,1901,addr
2216786622,postcode,85209,addr
2216786622,state,AZ,addr
2216786622,street,South Signal Butte Road,addr
2216786622,unit,107,addr
2216786622,amenity,dentist,regular
2216786622,healthcare,dentist,regular
2216786622,name,Gateway Smiles,regular
2216786622,phone,+1 480 305 0877,regular
2216786622,website,https://www.gatewaysmilesdental.com/,regular
2216786623,city,Mesa,addr
2216786623,housenumber,1901,addr
2216786623,postcode,85209,addr
2216786623,state,AZ,addr
2216786623,street,South Signal Butte Road,addr
2216786623,brand,H&R Block,regular
2216786623,wikidata,Q5627799,brand
2216786623,wikipedia,en:H&R Block,brand
2216786623,name,H&R Block,regular
2216786623,office,tax_advisor,regular
2216786624,city,Mesa,addr
2216786624,housenumber,1804,addr
2216786624,postcode,85209,addr
2216786624,state,AZ,addr
2216786624,street,South Signal Butte Road,addr
2216786624,unit,104,addr
2216786624,amenity,fast_food,regular
2216786624,brand,Jamba Juice,regular
2216786624,wikidata,Q3088784,brand
2216786624,wikipedia,en:Jamba Juice,brand
2216786624,cuisine,juice,regular
2216786624,name,Jamba Juice,regular
2216786624,phone,+1 480 380 3590,regular
2216786624,takeaway,yes,regular
2216786625,city,Mesa,addr
2216786625,housenumber,1752,addr
2216786625,postcode,85209,addr
2216786625,state,AZ,addr
2216786625,street,South Signal Butte Road,addr
2216786625,unit,101,addr
2216786625,amenity,fast_food,regular
2216786625,cuisine,sandwich,regular
2216786625,name,Krazy Sub,regular
2216786626,city,Mesa,addr
2216786626,housenumber,1946,addr
2216786626,postcode,85209,addr
2216786626,state,AZ,addr
2216786626,street,South Signal Butte Road,addr
2216786626,unit,103,addr
2216786626,brand,Massage Envy,regular
2216786626,wikidata,Q22922899,brand
2216786626,wikipedia,en:Massage Envy,brand
2216786626,name,Massage Envy,regular
2216786626,phone,+1 480 986 3689,regular
2216786626,shop,massage,regular
2216786626,website,https://www.massageenvy.com/clinics/AZ/Superstition-Gateway.aspx,regular
2216786628,city,Mesa,addr
2216786628,housenumber,1752,addr
2216786628,postcode,85209,addr
2216786628,state,AZ,addr
2216786628,street,South Signal Butte Road,addr
2216786628,unit,111,addr
2216786628,amenity,fast_food,regular
2216786628,brand,Panda Express,regular
2216786628,wikidata,Q1358690,brand
2216786628,wikipedia,en:Panda Express,brand
2216786628,cuisine,chinese,regular
2216786628,name,Panda Express,regular
2216786628,phone,+1 480 357 0844,regular
2216786628,takeaway,yes,regular
2216786629,city,Mesa,addr
2216786629,housenumber,1946,addr
2216786629,postcode,85209,addr
2216786629,state,AZ,addr
2216786629,street,South Signal Butte Road,addr
2216786629,unit,109,addr
2216786629,amenity,fast_food,regular
2216786629,brand,Panera Bread,regular
2216786629,wikidata,Q7130852,brand
2216786629,wikipedia,en:Panera Bread,brand
2216786629,cuisine,sandwich;bakery,regular
2216786629,drive_through,yes,regular
2216786629,name,Panera Bread,regular
2216786629,opening_hours,Mo-Sa 06:00-21:00; Su 07:00-21:00,regular
2216786629,phone,+1 480 751 2387,regular
2216786629,short_name,Panera,regular
2216786629,takeaway,yes,regular
2216786629,website,https://locations.panerabread.com/az/mesa/1946-south-signal-butte-rd.html,regular
2216786631,city,Mesa,addr
2216786631,housenumber,1804,addr
2216786631,postcode,85209,addr
2216786631,state,AZ,addr
2216786631,street,South Signal Butte Road,addr
2216786631,amenity,fast_food,regular
2216786631,brand,Rubio's,regular
2216786631,wikidata,Q7376154,brand
2216786631,wikipedia,en:Rubio's Coastal Grill,brand
2216786631,cuisine,mexican,regular
2216786631,name,Rubio's,regular
2216786631,official_name,Rubio's Coastal Grill,regular
2216786631,phone,+1 480 357 9484,regular
2216786631,takeaway,yes,regular
2216786631,website,https://www.rubios.com/locations/details/mesa-us-60-and-signal-butte-road/,regular
2216786632,city,Mesa,addr
2216786632,housenumber,1946,addr
2216786632,postcode,85209,addr
2216786632,state,AZ,addr
2216786632,street,South Signal Butte Road,addr
2216786632,brand,Sally Beauty Supply,regular
2216786632,wikidata,Q7405065,brand
2216786632,wikipedia,en:Sally Beauty Holdings,brand
2216786632,name,Sally Beauty Supply,regular
2216786632,phone,+1 480 986 2658,regular
2216786632,shop,hairdresser_supply,regular
2216786633,city,Mesa,addr
2216786633,housenumber,1917,addr
2216786633,postcode,85209,addr
2216786633,state,AZ,addr
2216786633,street,South Signal Butte Road,addr
2216786633,unit,108,addr
2216786633,brand,Sport Clips,regular
2216786633,wikidata,Q7579310,brand
2216786633,name,Sport Clips,regular
2216786633,phone,+1 480 380 2293,regular
2216786633,shop,hairdresser,regular
2216786633,website,https://haircutmeneastmesaaz.com/,regular
2216786634,city,Mesa,addr
2216786634,housenumber,1959,addr
2216786634,postcode,85209,addr
2216786634,state,AZ,addr
2216786634,street,South Signal Butte Road,addr
2216786634,brand,Sprint,regular
2216786634,wikidata,Q301965,brand
2216786634,wikipedia,en:Sprint Corporation,brand
2216786634,name,Sprint,regular
2216786634,phone,+1 480 354 8888,regular
2216786634,shop,mobile_phone,regular
2216786635,city,Mesa,addr
2216786635,housenumber,1923,addr
2216786635,postcode,85209,addr
2216786635,state,AZ,addr
2216786635,street,South Signal Butte Road,addr
2216786635,unit,101,addr
2216786635,amenity,cafe,regular
2216786635,brand,Starbucks,regular
2216786635,wikidata,Q37158,brand
2216786635,wikipedia,en:Starbucks,brand
2216786635,cuisine,coffee_shop,regular
2216786635,drive_through,yes,regular
2216786635,internet_access,wlan,regular
2216786635,name,Starbucks,regular
2216786635,official_name,Starbucks Coffee,regular
2216786635,phone,+1 480 986 9134,regular
2216786635,takeaway,yes,regular
2216786636,city,Mesa,addr
2216786636,housenumber,1959,addr
2216786636,postcode,85209,addr
2216786636,state,AZ,addr
2216786636,street,South Signal Butte Road,addr
2216786636,amenity,restaurant,regular
2216786636,cuisine,pizza,regular
2216786636,name,Streets of New York,regular
2216786636,phone,+1 480 986 6175,regular
2216786636,website,https://www.streetsofnewyork.com/locations_detail.php?id=29,regular
2216786637,city,Mesa,addr
2216786637,housenumber,1923,addr
2216786637,postcode,85209,addr
2216786637,state,AZ,addr
2216786637,street,South Signal Butte Road,addr
2216786637,unit,104,addr
2216786637,amenity,fast_food,regular
2216786637,brand,Subway,regular
2216786637,wikidata,Q244457,brand
2216786637,wikipedia,en:Subway (restaurant),brand
2216786637,cuisine,sandwich,regular
2216786637,name,Subway,regular
2216786637,phone,+1 480 984 3900,regular
2216786637,takeaway,yes,regular
2216786638,city,Mesa,addr
2216786638,housenumber,1752,addr
2216786638,postcode,85209,addr
2216786638,state,AZ,addr
2216786638,street,South Signal Butte Road,addr
2216786638,unit,106,addr
2216786638,brand,Supercuts,regular
2216786638,wikidata,Q7643239,brand
2216786638,wikipedia,en:Supercuts,brand
2216786638,name,Supercuts,regular
2216786638,shop,hairdresser,regular
2216786639,city,Mesa,addr
2216786639,housenumber,1923,addr
